,qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte,addresse
769,Q769,"Before we draw any conclusions,","[143393, 143424]",Sam,['Dana'],Anaphoric,"he said,",[],[],[],he/him/his,,major,,,,12,12,1,143393,143424,
770,Q770,I think we should talk to Petra's family. We need to learn all we can about her—and figure out if this Krenshaw is pulling the wool over our eyes.,"[143436, 143582]",Sam,['Dana'],Anaphoric,"he said,",[],[],[],he/him/his,,major,,,,12,12,1,143436,143582,
771,Q771,"Guess they already know about Petra,","[143965, 144001]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,143965,144001,
772,Q772,You can see it on her parents' faces.,"[144014, 144051]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,144014,144051,
773,Q773,Are you Rafael Delgado?,"[144646, 144669]",Dana,"['Sam', 'Rafael']",Explicit,Dana asked,[],[],[],she/her,,major,,,,13,13,0,144646,144669,
774,Q774,"Yes, I am,","[144762, 144772]",Rafael,"['Sam', 'Dana']",Anaphoric,"he replied,",[],[],[],he/him/his,,intermediate,,,,13,13,18,144762,144772,
775,Q775,"You're here about my daughter, Petra, aren't you?","[144804, 144853]",Rafael,"['Sam', 'Dana']",Anaphoric,"he replied,",[],[],[],he/him/his,,intermediate,,,,13,13,18,144804,144853,
776,Q776,"We're with the FBI. We'd like to speak with you about her, if that's all right. May we come inside?","[144870, 144969]",Dana,"['Sam', 'Rafael']",Implicit,,[],[],[],she/her,,major,,,,13,13,0,144870,144969,
777,Q777,"Of course,","[144973, 144983]",Rafael,"['Sam', 'Dana']",Explicit,"Rafael said,",[],[],[],he/him/his,,intermediate,,,,13,13,18,144973,144983,
778,Q778,"Got a soft spot for dogs,","[145715, 145740]",Sam,"['Dana', 'Rafael']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,145715,145740,
779,Q779,I have a husky named Max back home.,"[145775, 145810]",Sam,"['Dana', 'Rafael']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,145775,145810,
780,Q780,"Really? We love dogs too,","[145814, 145839]",Rafael,"['Sam', 'Dana']",Explicit,"Rafael said,",[],[],[],he/him/his,,intermediate,,,,13,13,18,145814,145839,
781,Q781,"This one's name is Lucky. He's been a great comfort to us, especially during these difficult times.","[145924, 146023]",Rafael,"['Sam', 'Dana']",Explicit,"Rafael said,",[],[],[],he/him/his,,intermediate,,,,13,13,18,145924,146023,
782,Q782,"Mr. Delgado,","[146714, 146726]",Dana,"['Sam', 'Rafael']",Explicit,Dana began,[],[],[],she/her,,major,,,,13,13,0,146714,146726,
783,Q783,it's clear that your daughter had a strong sense of civic responsibility. Can you tell us more about that?,"[146799, 146905]",Dana,"['Sam', 'Rafael']",Explicit,Dana began,[],[],[],she/her,,major,,,,13,13,0,146799,146905,
784,Q784,"Petra... she was always passionate about helping others, even when she was a little girl. Her mother and I recognized that spark in her early on, and we did our best to nurture it. We'd take her to community events, volunteer at local charities, and engage in political discussions at the dinner table.","[146954, 147256]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,146954,147256,
785,Q785,We never expected that her dedication to free speech and standing up for what's right would put her in danger.,"[147322, 147432]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,147322,147432,
786,Q786,Did Petra have any enemies or anyone who might have wanted to harm her?,"[147485, 147556]",Sam,"['Dana', 'Rafael']",Implicit,,[],[],[],he/him/his,,major,,,,13,13,1,147485,147556,
787,Q787,"No, I can't think of anyone who would want to hurt her. She was well-liked and respected by everyone who knew her.","[147583, 147697]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,147583,147697,
788,Q788,What about Michael Krenshaw? What can you tell us about their relationship?,"[147731, 147806]",Dana,"['Sam', 'Rafael']",Explicit,"Dana hesitated before asking,",[],[],[],she/her,,major,,,,13,13,0,147731,147806,
789,Q789,"That man...he was bad news from the start. Their relationship was toxic, and we could see the toll it was taking on Petra. He was possessive, paranoid, and he had a volatile temper.","[147859, 148040]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,147859,148040,
790,Q790,How so?,"[148044, 148051]",Sam,"['Dana', 'Rafael']",Explicit,Sam asked.,[],[],[],he/him/his,,major,,,,13,13,1,148044,148051,
791,Q791,"Once, he accused Petra of flirting with one of her classmates,","[148066, 148128]",Rafael,"['Sam', 'Dana']",Explicit,"Rafael said,",[],[],[],he/him/his,,intermediate,,,,13,13,18,148066,148128,
792,Q792,"He confronted her in public, screaming at her and causing a scene. We happened to be nearby and intervened, but it was clear that Krenshaw was out of control.","[148192, 148350]",Rafael,"['Sam', 'Dana']",Explicit,"Rafael said,",[],[],[],he/him/his,,intermediate,,,,13,13,18,148192,148350,
793,Q793,"Mr. Delgado,","[148354, 148366]",Dana,"['Sam', 'Rafael']",Explicit,Dana said,[],[],[],she/her,,major,,,,13,13,0,148354,148366,
794,Q794,do you think Krenshaw might have tried to harm Petra?,"[148391, 148444]",Dana,"['Sam', 'Rafael']",Explicit,Dana said,[],[],[],she/her,,major,,,,13,13,0,148391,148444,
795,Q795,Krenshaw?,"[148448, 148457]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,148448,148457,
796,Q796,"If Krenshaw had wanted to hurt Petra, he wouldn't have used a needle. He would've used his fists. And he wouldn't have been smart enough to get away with it.","[148509, 148666]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,148509,148666,
797,Q797,"I know Petra was passionate about politics,","[148740, 148783]",Dana,"['Sam', 'Rafael']",Anaphoric,she began,[],[],[],she/her,,major,,,,13,13,0,148740,148783,
798,Q798,but did she ever talk about the First Amendment in particular?,"[148797, 148859]",Dana,"['Sam', 'Rafael']",Anaphoric,she began,[],[],[],she/her,,major,,,,13,13,0,148797,148859,
799,Q799,"Yes, she was particularly passionate about free speech. It was something she cared about deeply, even as a child.","[148970, 149083]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,148970,149083,
800,Q800,Can you explain why it was so important to her?,"[149087, 149134]",Dana,"['Sam', 'Rafael']",Explicit,Dana asked.,[],[],[],she/her,,major,,,,13,13,0,149087,149134,
801,Q801,"Petra always believed that everyone should have the right to express their opinions, no matter how unpopular or controversial they might be.","[149197, 149337]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,149197,149337,
802,Q802,"We encouraged her to stand up for what she believed in, to use her voice to make a difference. She took that to heart, and it became her life's mission.","[149365, 149517]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,149365,149517,
803,Q803,"I apologize, but I need to make a call. My parents still don't know what happened to Petra, and I have to break the news to them.","[149594, 149723]",Rafael,"['Sam', 'Dana']",Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,18,149594,149723,
804,Q804,"Of course, Mr. Delgado. Thank you for your time and cooperation. If we have any further questions or information, we'll be in touch.","[149866, 149998]",Dana,"['Sam', 'Rafael']",Implicit,,[],[],[],she/her,,major,,,,13,13,0,149866,149998,
805,Q805,"Thank you,","[150086, 150096]",Rafael,"['Sam', 'Dana']",Anaphoric,he said.,[],[],[],he/him/his,,intermediate,,,,13,13,18,150086,150096,
806,Q806,"It sounds like Krenshaw may very well be innocent,","[150288, 150338]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,150288,150338,
807,Q807,but unfortunately we're no closer to finding the killer.,"[150402, 150458]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,13,13,1,150402,150458,
808,Q808,I was hoping for something more from our conversation with Rafael. What about the toxicology report on the poison? Any word from the lab?,"[150567, 150704]",Dana,['Sam'],Implicit,,[],[],[],she/her,,major,,,,13,13,0,150567,150704,
809,Q809,Haven't heard anything yet.,"[150753, 150780]",Sam,['Dana'],Implicit,,[],[],[],he/him/his,,major,,,,13,13,1,150753,150780,
810,Q810,Where are you?,"[151039, 151053]",Michaels,['Dana'],Anaphoric,he asked,[],[],[],he/him/his,,intermediate,,,,13,13,9,151039,151053,
811,Q811,"Leaving the Delgados' house,","[151101, 151129]",Dana,['Michaels'],Explicit,Dana began.,[],[],[],she/her,,major,,,,13,13,0,151101,151129,
812,Q812,We just spoke with Mr. Delgado about—,"[151144, 151181]",Dana,['Michaels'],Explicit,Dana began.,[],[],[],she/her,,major,,,,13,13,0,151144,151181,
813,Q813,Head to the headquarters of the Liberty Bell Tribune as soon as possible.,"[151255, 151328]",Michaels,['Dana'],Implicit,,[],[],[],he/him/his,,intermediate,,,,13,13,9,151255,151328,
814,Q814,Wait...why? What's going on?,"[151388, 151416]",Dana,['Michaels'],Implicit,,[],[],[],she/her,,major,,,,13,13,0,151388,151416,
815,Q815,"We might've just gotten a big break, that's what's going on,","[151420, 151480]",Michaels,['Dana'],Explicit,Michaels said,[],[],[],he/him/his,,intermediate,,,,13,13,9,151420,151480,
816,Q816,The killer sent us a message.,"[151498, 151527]",Michaels,['Dana'],Explicit,Michaels said,[],[],[],he/him/his,,intermediate,,,,13,13,9,151498,151527,
817,Q817,"He's taunting us,","[151564, 151581]",Sam,['Dana'],Explicit,"Sam muttered,",[],[],[],he/him/his,,major,,,,14,14,1,151564,151581,
818,Q818,This guy's really playing with fire.,"[151742, 151778]",Sam,['Dana'],Explicit,"Sam muttered,",[],[],[],he/him/his,,major,,,,14,14,1,151742,151778,
819,Q819,"Mr. Wasser,","[153293, 153304]",Dana,['Frank'],Explicit,"Dana said,",[],[],[],she/her,,major,,,,14,14,0,153293,153304,
820,Q820,Could you tell us who found this letter?,"[153341, 153381]",Dana,['Frank'],Explicit,"Dana said,",[],[],[],she/her,,major,,,,14,14,0,153341,153381,
821,Q821,"Ah, yes,","[153385, 153393]",Frank,['Dana'],Explicit,"Frank replied,",[],[],[],he/him/his,,intermediate,,,,14,14,19,153385,153393,
822,Q822,"It was our secretary, Leslie. She's just a temp, really, but she's the one who came across it first thing this morning. I don't think she realized the gravity of what she'd found.","[153434, 153613]",Frank,['Dana'],Explicit,"Frank replied,",[],[],[],he/him/his,,intermediate,,,,14,14,19,153434,153613,
823,Q823,Can we speak with her?,"[153723, 153745]",Dana,['Frank'],Explicit,"Dana asked,",[],[],[],she/her,,major,,,,14,14,0,153723,153745,
824,Q824,"I can answer any questions you might have, Agent Blaze. There's really no need to involve her in this.","[153796, 153898]",Frank,['Dana'],Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,153796,153898,
825,Q825,It seems to me she's already involved.,"[153957, 153995]",Dana,['Frank'],Implicit,,[],[],[],she/her,,major,,,,14,14,0,153957,153995,
826,Q826,"Of course, Agent Blaze. I'll fetch her at once.","[154126, 154173]",Frank,['Dana'],Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,154126,154173,
827,Q827,"This is Leslie,","[154538, 154553]",Frank,"['Dana', 'Leslie', 'Sam']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,154538,154553,
828,Q828,She'll tell you whatever you want to know.,"[154610, 154652]",Frank,"['Dana', 'Leslie', 'Sam']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,154610,154652,
829,Q829,"Thank you for coming in, Leslie. Could you please tell us where you found the letter?","[154728, 154813]",Dana,"['Frank', 'Leslie', 'Sam']",Explicit,Dana sensed the girl's discomfort but wasted no time in addressing her.,[],[],[],she/her,,major,,,,14,14,0,154728,154813,
830,Q830,"Uh, yes,","[154817, 154825]",Leslie,"['Frank', 'Sam', 'Dana']",Explicit,"Leslie stammered,",[],[],[],she/her,,minor,,,,14,14,21,154817,154825,
831,Q831,"I found it on my desk this morning when I came in to start my shift. It was just lying there, right next to my computer.","[154884, 155004]",Leslie,"['Frank', 'Sam', 'Dana']",Explicit,"Leslie stammered,",[],[],[],she/her,,minor,,,,14,14,21,154884,155004,
832,Q832,What time did you come in?,"[155008, 155034]",Sam,"['Frank', 'Leslie', 'Dana']",Explicit,Sam asked.,[],[],[],he/him/his,,major,,,,14,14,1,155008,155034,
833,Q833,Six o'clock. I was the first one here.,"[155049, 155087]",Leslie,"['Frank', 'Sam', 'Dana']",Implicit,,[],[],[],she/her,,minor,,,,14,14,21,155049,155087,
834,Q834,"Have to get the coffee started early, you know.","[155112, 155159]",Leslie,"['Frank', 'Sam', 'Dana']",Implicit,,[],[],[],she/her,,minor,,,,14,14,21,155112,155159,
835,Q835,And did you touch the letter or move it at all?,"[155289, 155336]",Dana,"['Frank', 'Leslie', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,155289,155336,
836,Q836,"No, no, I didn't touch it,","[155340, 155366]",Leslie,"['Frank', 'Sam', 'Dana']",Explicit,"Leslie said,",[],[],[],she/her,,minor,,,,14,14,21,155340,155366,
837,Q837,"I knew it wasn't mine and I didn't want to mess with anything, so I called Mr. Wasser right away.","[155413, 155510]",Leslie,"['Frank', 'Sam', 'Dana']",Explicit,"Leslie said,",[],[],[],she/her,,minor,,,,14,14,21,155413,155510,
838,Q838,"Good thinking,","[155514, 155528]",Dana,"['Frank', 'Leslie', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,155514,155528,
839,Q839,And did you notice anything else unusual this morning?,"[155544, 155598]",Dana,"['Frank', 'Leslie', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,155544,155598,
840,Q840,"Not really. It was pretty quiet, just like any other morning. Although...","[155638, 155711]",Leslie,"['Frank', 'Sam', 'Dana']",Implicit,,[],[],[],she/her,,minor,,,,14,14,21,155638,155711,
841,Q841,Although what?,"[155764, 155778]",Officer Fall,"['Leslie', 'Sam', 'Dana', 'Frank']",Explicit,"Officer Fall asked,",[],[],[],he/him/his,,intermediate,,,,14,14,23,155764,155778,
842,Q842,"Come on, Leslie,","[155833, 155849]",Frank,"['Dana', 'Leslie', 'Sam', 'Officer Fall']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,155833,155849,
843,Q843,Don't be cryptic.,"[155876, 155893]",Frank,"['Dana', 'Leslie', 'Sam', 'Officer Fall']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,155876,155893,
844,Q844,"Well, I did notice that the front door was unlocked when I came in. That's never happened before. I thought maybe one of the delivery people forgot to lock up after dropping off the papers.","[155927, 156116]",Leslie,"['Frank', 'Sam', 'Dana', 'Officer Fall']",Implicit,,[],[],[],she/her,,minor,,,,14,14,21,155927,156116,
845,Q845,Did you see anyone around?,"[156134, 156160]",Dana,"['Frank', 'Leslie', 'Sam', 'Officer Fall']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,156134,156160,
846,Q846,"No, but I didn't really look either. I just assumed it was a mistake and locked the door myself.","[156164, 156260]",Leslie,"['Frank', 'Sam', 'Dana', 'Officer Fall']",Implicit,,[],[],[],she/her,,minor,,,,14,14,21,156164,156260,
847,Q847,"Thank you, Leslie,","[156264, 156282]",Dana,"['Frank', 'Leslie', 'Sam', 'Officer Fall']",Explicit,Dana said,[],[],[],she/her,,major,,,,14,14,0,156264,156282,
848,Q848,That's all we need from you for now. We'll be in touch if we have any more questions.,"[156303, 156388]",Dana,"['Frank', 'Leslie', 'Sam', 'Officer Fall']",Explicit,Dana said,[],[],[],she/her,,major,,,,14,14,0,156303,156388,
849,Q849,Have you had any break-ins before?,"[156467, 156501]",Dana,"['Frank', 'Sam', 'Officer Fall']",Anaphoric,she asked.,[],[],[],she/her,,major,,,,14,14,0,156467,156501,
850,Q850,Break-ins?,"[156516, 156526]",Frank,"['Dana', 'Sam', 'Officer Fall']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,156516,156526,
851,Q851,"No, not that I recall.","[156544, 156566]",Frank,"['Dana', 'Sam', 'Officer Fall']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,156544,156566,
852,Q852,What about any disgruntled employees you might've fired?,"[156570, 156626]",Sam,"['Frank', 'Dana', 'Officer Fall']",Explicit,Sam asked.,[],[],[],he/him/his,,major,,,,14,14,1,156570,156626,
853,Q853,"No, I can't think of anyone who would hold a grudge like that. We run a pretty tight ship here at the Tribune.","[156663, 156773]",Frank,"['Dana', 'Sam', 'Officer Fall']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,156663,156773,
854,Q854,"Well, there's always a first time for everything. We'll need a list of all your employees and anyone who's had access to this building in the last 24 hours.","[156809, 156965]",Dana,"['Frank', 'Sam', 'Officer Fall']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,156809,156965,
855,Q855,"Of course, Agent Blaze,","[156969, 156992]",Frank,"['Dana', 'Sam', 'Officer Fall']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,156969,156992,
856,Q856,I'll have my assistant compile a list for you right away.,"[157016, 157073]",Frank,"['Dana', 'Sam', 'Officer Fall']",Explicit,"Frank said,",[],[],[],he/him/his,,intermediate,,,,14,14,19,157016,157073,
857,Q857,"That'll be all, Mr. Wasser. Thank you for your help.","[157106, 157158]",Dana,"['Frank', 'Sam', 'Officer Fall']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,157106,157158,
858,Q858,Of course.,"[157351, 157361]",Frank,"['Dana', 'Sam', 'Officer Fall']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,19,157351,157361,
859,Q859,"And Mr. Wasser,","[157414, 157429]",Dana,"['Frank', 'Sam', 'Officer Fall']",Anaphoric,she said.,[],[],[],she/her,,major,,,,14,14,0,157414,157429,
860,Q860,I hope we can count on your discretion. It's very important we keep a tight lid on this and control the flow of information to the public.,"[157442, 157580]",Dana,"['Frank', 'Sam', 'Officer Fall']",Anaphoric,she said.,[],[],[],she/her,,major,,,,14,14,0,157442,157580,
861,Q861,"Of course,","[157584, 157594]",Frank,"['Dana', 'Sam', 'Officer Fall']",Anaphoric,he said again,[],[],[],he/him/his,,intermediate,,,,14,14,19,157584,157594,
862,Q862,"There won't be a peep, not from anyone here.","[157632, 157676]",Frank,"['Dana', 'Sam', 'Officer Fall']",Anaphoric,he said again,[],[],[],he/him/his,,intermediate,,,,14,14,19,157632,157676,
863,Q863,"Alright,","[157738, 157746]",Sam,"['Frank', 'Dana', 'Officer Fall']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,157738,157746,
864,Q864,So the killer broke in and dropped the letter off in person. Is there any way we caught him on camera?,"[157780, 157882]",Sam,"['Dana', 'Officer Fall']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,157780,157882,
865,Q865,There are no cameras—I already checked.,"[157915, 157954]",Officer Fall,"['Dana', 'Sam']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,23,157915,157954,
866,Q866,"If I may, I've got a theory about how we can catch this sicko.","[157968, 158030]",Officer Fall,"['Dana', 'Sam']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,23,157968,158030,
867,Q867,"Let's hear it, Officer Fall.","[158058, 158086]",Dana,"['Sam', 'Officer Fall']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,158058,158086,
868,Q868,We know he's bold enough to break into a newspaper office and leave a letter behind. What if we use that to our advantage?,"[158109, 158231]",Officer Fall,"['Dana', 'Sam']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,23,158109,158231,
869,Q869,How so?,"[158235, 158242]",Sam,"['Dana', 'Officer Fall']",Explicit,"Sam asked,",[],[],[],he/him/his,,major,,,,14,14,1,158235,158242,
870,Q870,"We leak a fake news story in the Tribune, something that'll get his attention,","[158257, 158335]",Officer Fall,"['Dana', 'Sam']",Explicit,Officer Fall said.,[],[],[],he/him/his,,intermediate,,,,14,14,23,158257,158335,
871,Q871,Then we set up a trap and wait for him to come to us.,"[158357, 158410]",Officer Fall,"['Dana', 'Sam']",Explicit,Officer Fall said.,[],[],[],he/him/his,,intermediate,,,,14,14,23,158357,158410,
872,Q872,"Too risky,","[158414, 158424]",a young FBI agent,"['Sam', 'Dana', 'Officer Fall']",Explicit,"a young FBI agent with narrow sideburns answered,",[],[],[],he/him/his,,minor,,,,14,14,32,158414,158424,
873,Q873,"How so? If it doesn't work out, what's the harm?","[158496, 158544]",Officer Fall,"['Dana', 'Sam', 'a young FBI agent']",Implicit,,[],[],[],he/him/his,,intermediate,,,,14,14,23,158496,158544,
874,Q874,"The harm,","[158548, 158557]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,158548,158557,
875,Q875,"is that we've raised awareness about this creep, which is exactly what he wants: to put himself in the public's eye.","[158570, 158686]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,158570,158686,
876,Q876,"No, we can't just give him what he wants. It'll only make him bolder.","[158725, 158794]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,158725,158794,
877,Q877,"Maybe he's part of some underground hate group,","[158798, 158845]",a young officer,"['Dana', 'Officer Fall', 'a young FBI agent', 'Sam']",Explicit,suggested a young office,[],[],[],he/him/his,,minor,,,,14,14,33,158798,158845,
878,Q878,We should look into known extremist organizations.,"[158903, 158953]",a young officer,"['Dana', 'Officer Fall', 'a young FBI agent', 'Sam']",Explicit,suggested a young office,[],[],[],he/him/his,,minor,,,,14,14,33,158903,158953,
879,Q879,"Or it could be more than one person working together,","[158957, 159010]",another officer,"['Dana', 'Officer Fall', 'a young FBI agent', 'Sam', 'a young officer']",Explicit,another chimed in.,[],[],[],he/him/his,,minor,,,,14,14,34,158957,159010,
880,Q880,This kind of operation might require a team.,"[159032, 159076]",another officer,"['Dana', 'Officer Fall', 'a young FBI agent', 'Sam', 'a young officer']",Explicit,another chimed in.,[],[],[],he/him/his,,minor,,,,14,14,34,159032,159076,
881,Q881,"Enough,","[159080, 159087]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,159080,159087,
882,Q882,Let's not jump to conclusions without any evidence. Our killer has been precise and calculated so far; we have no reason to believe there's a whole group behind this.,"[159143, 159309]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,14,14,1,159143,159309,
883,Q883,"From what we've seen, the killer is intelligent and highly motivated by his beliefs. But that doesn't necessarily mean he's part of some larger organization.","[159380, 159537]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Anaphoric,"He continued,",[],[],[],he/him/his,,major,,,,14,14,1,159380,159537,
884,Q884,"Dana, what do you think?","[159610, 159634]",Sam,"['Dana', 'Officer Fall', 'a young FBI agent']",Implicit,,[],[],[],he/him/his,,major,,,,14,14,1,159610,159634,
885,Q885,The messages we've received so far have all focused exclusively on the First Amendment.,"[159823, 159910]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Anaphoric,she spoke slowly and deliberately. ,[],[],[],she/her,,major,,,,14,14,0,159823,159910,
886,Q886,"Though I'm passionate about the Constitution, I must admit that I don't know it as well as some experts. If we want to truly understand the killer's motivation, we need to speak with a constitutional law expert. They might be able to shed light on what drives this person.","[159951, 160223]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Anaphoric,"she continued,",[],[],[],she/her,,major,,,,14,14,0,159951,160223,
887,Q887,"Now that you mention it, I happen to know a constitutional law expert in the area,","[160275, 160357]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,"Officer Fall said,",[],[],[],he/him/his,,intermediate,,,,14,14,23,160275,160357,
888,Q888,Professor Charles Abrams. He's exceptionally good at what he does.,"[160410, 160476]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,"Officer Fall said,",[],[],[],he/him/his,,intermediate,,,,14,14,23,160410,160476,
889,Q889,And how do you know him?,"[160514, 160538]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,160514,160538,
890,Q890,"Attended a few lectures he gave on the Constitution for law enforcement officers,","[160542, 160623]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,"Fall explained,",[],[],[],he/him/his,,intermediate,,,,14,14,23,160542,160623,
891,Q891,"The man knows his stuff, and he's got a way of making it relatable. I think he could help us understand what we're dealing with here.","[160642, 160775]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,"Fall explained,",[],[],[],he/him/his,,intermediate,,,,14,14,23,160642,160775,
892,Q892,"Alright,","[160779, 160787]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Explicit,"Dana said,",[],[],[],she/her,,major,,,,14,14,0,160779,160787,
893,Q893,Sam and I will meet with him.,"[160816, 160845]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Explicit,"Dana said,",[],[],[],she/her,,major,,,,14,14,0,160816,160845,
894,Q894,And the rest of us?,"[160880, 160899]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,Officer Fall asked.,[],[],[],he/him/his,,intermediate,,,,14,14,23,160880,160899,
895,Q895,"What do we do, sit on our hands?","[160922, 160954]",Officer Fall,"['Sam', 'Dana', 'a young FBI agent']",Explicit,Officer Fall asked.,[],[],[],he/him/his,,intermediate,,,,14,14,23,160922,160954,
896,Q896,"That's one option,","[160958, 160976]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Explicit,Dana said,[],[],[],she/her,,major,,,,14,14,0,160958,160976,
897,Q897,"Or you can get busy. Check the lock and see how the killer got in—did he pick it? Did he get his hands on a key, and if so, how? What about the neighboring businesses? Was anyone working earlier this morning? Is it possible anyone saw our killer?","[160997, 161243]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Explicit,Dana said,[],[],[],she/her,,major,,,,14,14,0,160997,161243,
898,Q898,"If we want to take this guy down, we're going to think outside the box. I suggest you start now—before he kills again.","[161308, 161426]",Dana,"['Sam', 'Officer Fall', 'a young FBI agent']",Implicit,,[],[],[],she/her,,major,,,,14,14,0,161308,161426,
899,Q899,"We'd better find this killer fast,","[161695, 161729]",Sam,['Dana'],Explicit,Sam remarked,[],[],[],he/him/his,,major,,,,14,14,1,161695,161729,
900,Q900,I know you warned Wasser to keep things quiet...but I have a feeling this case is about to get a whole lot more public.,"[161777, 161896]",Sam,['Dana'],Explicit,Sam remarked,[],[],[],he/him/his,,major,,,,14,14,1,161777,161896,
901,Q901,"Ah, yes,","[164441, 164449]",Miller,['Miller'],Explicit,"the man murmured to himself,",[],[],[],he/him/his,,intermediate,,,,15,15,3,164441,164449,
902,Q902,There's just nothing quite like it.,"[164543, 164578]",Miller,['Miller'],Explicit,"the man murmured to himself,",[],[],[],he/him/his,,intermediate,,,,15,15,3,164543,164578,
903,Q903,"Time to educate another misguided soul,","[167372, 167411]",Miller,['Miller'],Anaphoric,"he murmured,",[],[],[],he/him/his,,intermediate,,,,15,15,3,167372,167411,
904,Q904,"Well, that didn't take long,","[169459, 169487]",Sam,['Dana'],Explicit,Sam said,[],[],[],he/him/his,,major,,,,16,16,1,169459,169487,
905,Q905,What are you talking about?,"[169638, 169665]",Dana,['Sam'],Implicit,,[],[],[],she/her,,major,,,,16,16,0,169638,169665,
