source,idColName,iden,text,startByte,endByte,pdncID
booknlp,COREF,33,you,174702,174705,0
booknlp,COREF,37,he,174735,174737,1
booknlp,COREF,33,her,174754,174757,0
booknlp,COREF,33,you,174810,174813,0
booknlp,COREF,33,You,174815,174818,0
exp,exp_name,sam,Sam,174867,174870,1
booknlp,COREF,33,your,174876,174880,0
booknlp,COREF,37,He,174946,174948,1
booknlp,COREF,33,her,174976,174979,0
booknlp,COREF,37,I,174982,174983,1
exp,exp_name,dana,Dana,175036,175040,0
booknlp,COREF,33,she,175092,175095,0
exp,exp_name,professor abrams,Professor Abrams,175105,175121,14
exp,exp_name,dana,Dana,175240,175244,0
exp,exp_name,sam,Sam,175249,175252,1
exp,exp_name,dana,Dana,175306,175310,0
booknlp,COREF,33,She,175411,175414,0
exp,exp_name,professor abrams,Professor Abrams,175471,175487,14
booknlp,COREF,33,me,175524,175526,0
exp,exp_name,dana,Dana,175529,175533,0
booknlp,COREF,33,she,175542,175545,0
exp,exp_name,a young woman,a young woman,175557,175570,35
exp,exp_name,professor abrams,Professor Abrams,175781,175797,14
exp,exp_name,dana,Dana,175811,175815,0
booknlp,COREF,37,you,176003,176006,1
exp,exp_name,dana,Dana,176009,176013,0
booknlp,COREF,33,she,176044,176047,0
exp,exp_name,sam,Sam,176052,176055,1
exp,exp_name,professor abrams,Professor Abrams,176105,176121,14
exp,exp_name,dana,Dana,176205,176209,0
exp,exp_name,sam,Sam,176214,176217,1
exp,exp_name,dana,Dana,176411,176415,0
exp,exp_name,professor charles abrams,Professor Charles Abrams,176541,176565,14
booknlp,COREF,76,He,176600,176602,14
booknlp,COREF,76,he,176702,176704,14
booknlp,COREF,76,his,176711,176714,14
booknlp,COREF,76,him,176820,176823,14
exp,exp_name,sam,Sam,176826,176829,1
exp,exp_name,dana,Dana,176853,176857,0
exp,exp_name,dana,Dana,176860,176864,0
booknlp,COREF,33,her,176873,176876,0
booknlp,COREF,33,she,176958,176961,0
exp,exp_name,dana,Dana,177019,177023,0
exp,exp_name,professor,professor,177037,177046,10
booknlp,COREF,76,he,177078,177080,14
booknlp,COREF,76,his,177124,177127,14
booknlp,COREF,33,She,177181,177184,0
exp,exp_name,dana,Dana,177266,177270,0
exp,exp_name,professor abrams,Professor Abrams,177323,177339,14
booknlp,COREF,76,his,177350,177353,14
exp,exp_name,dana,Dana,177392,177396,0
exp,exp_name,dana,Dana,177473,177477,0
exp,exp_name,sam,Sam,177482,177485,1
exp,exp_name,dana,Dana,177835,177839,0
exp,exp_name,sam,Sam,177844,177847,1
exp,exp_name,professor abrams,Professor Abrams,177892,177908,14
booknlp,COREF,76,his,177946,177949,14
exp,exp_name,professor abrams,Professor Abrams,178017,178033,14
exp,exp_name,dana,Dana,178036,178040,0
exp,exp_name,professor,professor,178053,178062,10
exp,exp_name,dana,Dana,178397,178401,0
exp,exp_name,abrams,Abrams,178412,178418,14
booknlp,COREF,33,you,178435,178438,0
exp,exp_name,agent dana blaze,Agent Dana Blaze,178443,178459,0
booknlp,COREF,33,she,178467,178470,0
booknlp,COREF,33,my,178518,178520,0
exp,exp_name,agent sam harris,Agent Sam Harris,178530,178546,1
exp,exp_name,professor abrams,Professor Abrams,178589,178605,14
exp,exp_name,sam,Sam,178621,178624,1
booknlp,COREF,76,His,178641,178644,14
booknlp,COREF,33,you,178714,178717,0
booknlp,COREF,76,my,178721,178723,14
booknlp,COREF,76,you,178772,178775,14
exp,exp_name,professor,Professor,178777,178786,10
exp,exp_name,dana,Dana,178789,178793,0
exp,exp_name,abrams,Abrams,178949,178955,14
booknlp,COREF,76,his,178963,178966,14
booknlp,COREF,76,his,179001,179004,14
booknlp,COREF,76,I,179035,179036,14
booknlp,COREF,76,my,179104,179106,14
booknlp,COREF,76,I,179120,179121,14
booknlp,COREF,76,you,179175,179178,14
exp,exp_name,dana,Dana,179212,179216,0
booknlp,COREF,33,her,179235,179238,0
exp,exp_name,professor abrams,Professor Abrams,179409,179425,14
exp,exp_name,dana,Dana,179540,179544,0
exp,exp_name,abrams,Abrams,179677,179683,14
booknlp,COREF,76,his,179694,179697,14
booknlp,COREF,76,he,179716,179718,14
booknlp,COREF,76,you,179851,179854,14
exp,exp_name,professor,professor,179856,179865,10
exp,exp_name,sam,Sam,179868,179871,1
booknlp,COREF,76,me,179885,179887,14
exp,exp_name,professor abrams,Professor Abrams,179899,179915,14
booknlp,COREF,76,he,179974,179976,14
booknlp,COREF,76,His,180000,180003,14
booknlp,COREF,76,his,180040,180043,14
booknlp,COREF,76,his,180052,180055,14
booknlp,COREF,76,him,180108,180111,14
exp,exp_name,dana,Dana,180114,180118,0
exp,exp_name,sam,Sam,180130,180133,1
booknlp,COREF,33,her,180148,180151,0
exp,exp_name,professor abrams,Professor Abrams,180264,180280,14
exp,exp_name,professor,professor,180388,180397,10
exp,exp_name,dana,Dana,180520,180524,0
booknlp,COREF,33,her,180562,180565,0
exp,exp_name,abrams,Abrams,180579,180585,14
booknlp,COREF,76,He,180794,180796,14
booknlp,COREF,76,his,180813,180816,14
exp,exp_name,dana,Dana,181039,181043,0
booknlp,COREF,33,she,181091,181094,0
booknlp,COREF,33,her,181141,181144,0
booknlp,COREF,33,she,181158,181161,0
exp,exp_name,abrams,Abrams,181198,181204,14
booknlp,COREF,76,me,181261,181263,14
booknlp,COREF,76,I,181277,181278,14
booknlp,COREF,76,He,181302,181304,14
booknlp,COREF,76,his,181312,181315,14
booknlp,COREF,76,he,181372,181374,14
booknlp,COREF,76,he,181402,181404,14
exp,exp_name,sam,Sam,181679,181682,1
exp,exp_name,abrams,Abrams,181748,181754,14
exp,exp_name,dana,Dana,182013,182017,0
booknlp,COREF,33,she,182037,182040,0
booknlp,COREF,33,She,182119,182122,0
exp,exp_name,dana,Dana,182384,182388,0
exp,exp_name,dana,Dana,182478,182482,0
booknlp,COREF,33,her,182512,182515,0
exp,exp_name,dana,Dana,182647,182651,0
exp,exp_name,dana,Dana,182943,182947,0
booknlp,COREF,33,she,182976,182979,0
exp,exp_name,dana,Dana,183024,183028,0
exp,exp_name,sam,Sam,183033,183036,1
exp,exp_name,professor abrams,Professor Abrams,183348,183364,14
exp,exp_name,sam,Sam,183404,183407,1
booknlp,COREF,37,his,183438,183441,1
booknlp,COREF,37,his,183468,183471,1
exp,exp_name,dana,Dana,183491,183495,0
booknlp,COREF,37,him,183507,183510,1
booknlp,COREF,33,her,183531,183534,0
exp,exp_name,sam,Sam,183551,183554,1
booknlp,COREF,37,He,183584,183586,1
exp,exp_name,dana,Dana,183664,183668,0
exp,exp_name,the man,the man,183680,183687,3
booknlp,COREF,350,he,183708,183710,3
booknlp,COREF,350,He,183811,183813,3
exp,exp_name,sam,Sam,183840,183843,1
booknlp,COREF,350,his,183871,183874,3
exp,exp_name,dana,Dana,183917,183921,0
exp,exp_name,the man,the man,183945,183952,3
booknlp,COREF,350,He,183964,183966,3
booknlp,COREF,350,He,184034,184036,3
booknlp,COREF,350,he,184062,184064,3
booknlp,COREF,33,she,184143,184146,0
booknlp,COREF,33,her,184156,184159,0
booknlp,COREF,33,she,184196,184199,0
exp,exp_name,the man,the man,184225,184232,3
booknlp,COREF,33,She,184270,184273,0
exp,exp_name,the man,the man,184330,184337,3
booknlp,COREF,33,Her,184350,184353,0
booknlp,COREF,350,He,184368,184370,3
booknlp,COREF,33,she,184414,184417,0
booknlp,COREF,350,he,184453,184455,3
exp,exp_name,dana,Dana,184528,184532,0
booknlp,COREF,33,her,184546,184549,0
exp,exp_name,sam,Sam,184569,184572,1
booknlp,COREF,37,his,184581,184584,1
booknlp,COREF,37,his,184608,184611,1
booknlp,COREF,37,I,184621,184622,1
booknlp,COREF,37,I,184630,184631,1
booknlp,COREF,37,He,184715,184717,1
exp,exp_name,dana,Dana,184778,184782,0
booknlp,COREF,37,him,184793,184796,1
exp,exp_name,michaels,Michaels,184824,184832,9
exp,exp_name,michaels,Michaels,184865,184873,9
exp,exp_name,dana,Dana,184914,184918,0
booknlp,COREF,35,he,184943,184945,9
booknlp,COREF,33,I,185000,185001,0
booknlp,COREF,33,she,185034,185037,0
exp,exp_name,sam,Sam,185046,185049,1
booknlp,COREF,37,his,185071,185074,1
booknlp,COREF,37,my,185114,185116,1
exp,exp_name,dana,Dana,185150,185154,0
booknlp,COREF,33,her,185164,185167,0
booknlp,COREF,35,his,185223,185226,9
booknlp,COREF,33,me,185240,185242,0
booknlp,COREF,33,she,185253,185256,0
booknlp,COREF,35,he,185270,185272,9
booknlp,COREF,33,me,185292,185294,0
booknlp,COREF,33,I,185310,185311,0
booknlp,COREF,33,herself,185355,185362,0
booknlp,COREF,37,I,185367,185368,1
booknlp,COREF,35,him,185383,185386,9
exp,exp_name,sam,Sam,185402,185405,1
exp,exp_name,dana,Dana,185440,185444,0
booknlp,COREF,35,he,185463,185465,9
booknlp,COREF,35,he,185481,185483,9
booknlp,COREF,33,your,185506,185510,0
exp,exp_name,dana,Dana,185520,185524,0
booknlp,COREF,35,him,185551,185554,9
booknlp,COREF,33,She,185557,185560,0
booknlp,COREF,33,her,185574,185577,0
exp,exp_name,sam,Sam,185623,185626,1
booknlp,COREF,37,his,185633,185636,1
booknlp,COREF,33,You,185654,185657,0
booknlp,COREF,37,he,185670,185672,1
booknlp,COREF,33,You,185680,185683,0
booknlp,COREF,37,I,185703,185704,1
booknlp,COREF,33,You,185728,185731,0
booknlp,COREF,37,He,185740,185742,1
booknlp,COREF,37,he,185803,185805,1
exp,exp_name,dana,Dana,185880,185884,0
booknlp,COREF,33,her,185909,185912,0
exp,exp_name,michaels,Michaels,185947,185955,9
booknlp,COREF,33,she,185957,185960,0
booknlp,COREF,33,her,185978,185981,0
booknlp,COREF,33,she,186044,186047,0
booknlp,COREF,35,him,186055,186058,9
booknlp,COREF,33,she,186082,186085,0
booknlp,COREF,33,she,186192,186195,0
booknlp,COREF,33,she,186266,186269,0
booknlp,COREF,33,She,186306,186309,0
booknlp,COREF,33,she,186353,186356,0
booknlp,COREF,33,herself,186364,186371,0
booknlp,COREF,33,she,186416,186419,0
exp,exp_name,dana,Dana,186469,186473,0
booknlp,COREF,33,her,186542,186545,0
booknlp,COREF,33,she,186551,186554,0
booknlp,COREF,33,Her,186609,186612,0
exp,exp_name,nolan carver,Nolan Carver,186630,186642,13
booknlp,COREF,33,her,186683,186686,0
booknlp,COREF,33,she,186692,186695,0
exp,exp_name,nolan,Nolan,186758,186763,13
exp,exp_name,dana,Dana,186802,186806,0
booknlp,COREF,79,he'd,186807,186811,13
booknlp,COREF,33,her,186968,186971,0
booknlp,COREF,33,she,187037,187040,0
booknlp,COREF,33,she,187046,187049,0
booknlp,COREF,79,him,187071,187074,13
exp,exp_name,nolan,Nolan,187116,187121,13
booknlp,COREF,33,her,187133,187136,0
exp,exp_name,dana,Dana,187172,187176,0
booknlp,COREF,33,her,187188,187191,0
booknlp,COREF,79,his,187209,187212,13
booknlp,COREF,33,she,187224,187227,0
booknlp,COREF,33,her,187248,187251,0
exp,exp_name,nolan,Nolan,187316,187321,13
booknlp,COREF,33,her,187331,187334,0
booknlp,COREF,79,his,187341,187344,13
booknlp,COREF,79,his,187366,187369,13
exp,exp_name,nolan,Nolan,187439,187444,13
exp,exp_name,dana,Dana,187464,187468,0
booknlp,COREF,33,she,187471,187474,0
booknlp,COREF,33,her,187489,187492,0
booknlp,COREF,79,his,187522,187525,13
booknlp,COREF,33,I,187534,187535,0
booknlp,COREF,33,I,187541,187542,0
exp,exp_name,dana,Dana,187579,187583,0
booknlp,COREF,79,I,187606,187607,13
booknlp,COREF,33,you,187615,187618,0
exp,exp_name,dana,Dana,187637,187641,0
booknlp,COREF,33,her,187803,187806,0
booknlp,COREF,33,she,187822,187825,0
booknlp,COREF,79,I,187864,187865,13
exp,exp_name,nolan,Nolan,187897,187902,13
booknlp,COREF,79,his,187914,187917,13
booknlp,COREF,79,me,187946,187948,13
booknlp,COREF,79,my,187953,187955,13
exp,exp_name,dana,Dana,187989,187993,0
booknlp,COREF,33,her,188016,188019,0
booknlp,COREF,33,She,188035,188038,0
exp,exp_name,nolan,Nolan,188056,188061,13
booknlp,COREF,33,she,188095,188098,0
booknlp,COREF,79,him,188112,188115,13
exp,exp_name,nolan,Nolan,188150,188155,13
booknlp,COREF,33,You,188182,188185,0
booknlp,COREF,79,I,188192,188193,13
exp,exp_name,dana,Dana,188421,188425,0
booknlp,COREF,79,his,188437,188440,13
booknlp,COREF,79,you,188531,188534,13
booknlp,COREF,79,he,188589,188591,13
booknlp,COREF,79,me,188705,188707,13
booknlp,COREF,79,He,188729,188731,13
booknlp,COREF,79,I,188747,188748,13
exp,exp_name,dana,Dana,188885,188889,0
booknlp,COREF,33,She,188921,188924,0
exp,exp_name,nolan,Nolan,188953,188958,13
booknlp,COREF,79,his,188977,188980,13
booknlp,COREF,79,me,189003,189005,13
exp,exp_name,nolan,Nolan,189016,189021,13
booknlp,COREF,79,I,189045,189046,13
booknlp,COREF,33,you,189053,189056,0
booknlp,COREF,79,my,189075,189077,13
exp,exp_name,dana,Dana,189109,189113,0
booknlp,COREF,33,She,189140,189143,0
booknlp,COREF,33,I,189194,189195,0
exp,exp_name,nolan,Nolan,189217,189222,13
booknlp,COREF,33,I,189244,189245,0
booknlp,COREF,33,I,189256,189257,0
booknlp,COREF,33,Her,189278,189281,0
booknlp,COREF,33,her,189317,189320,0
booknlp,COREF,79,me,189356,189358,13
exp,exp_name,nolan,Nolan,189366,189371,13
booknlp,COREF,79,his,189378,189381,13
exp,exp_name,mark,mark,189617,189621,26
booknlp,COREF,33,She,189701,189704,0
exp,exp_name,nolan,Nolan,189821,189826,13
exp,exp_name,dana,Dana,190036,190040,0
booknlp,COREF,33,I,190062,190063,0
booknlp,COREF,33,I,190201,190202,0
booknlp,COREF,33,I,190235,190236,0
booknlp,COREF,79,I,190300,190301,13
exp,exp_name,nolan,Nolan,190363,190368,13
booknlp,COREF,79,you,190593,190596,13
exp,exp_name,dana,Dana,190606,190610,0
booknlp,COREF,33,I,190651,190652,0
booknlp,COREF,33,She,190688,190691,0
booknlp,COREF,33,I,190734,190735,0
booknlp,COREF,33,I,190747,190748,0
exp,exp_name,nolan,Nolan,190790,190795,13
exp,exp_name,dana,Dana,190825,190829,0
exp,exp_name,dana,Dana,190911,190915,0
booknlp,COREF,79,he,190918,190920,13
exp,exp_name,dana,Dana,190938,190942,0
exp,exp_name,the bard,The Bard,191104,191112,7
exp,exp_name,andrew morgan,Andrew Morgan,191142,191155,7
booknlp,COREF,33,her,191166,191169,0
booknlp,COREF,33,her,191231,191234,0
booknlp,COREF,33,I,191273,191274,0
exp,exp_name,dana,Dana,191284,191288,0
booknlp,COREF,33,her,191320,191323,0
booknlp,COREF,33,me,191355,191357,0
exp,exp_name,nolan,Nolan,191385,191390,13
booknlp,COREF,33,You,191398,191401,0
booknlp,COREF,33,Your,191508,191512,0
booknlp,COREF,33,I,191580,191581,0
booknlp,COREF,33,myself,191596,191602,0
exp,exp_name,dana,Dana,191605,191609,0
exp,exp_name,nolan,Nolan,191663,191668,13
booknlp,COREF,33,you,191693,191696,0
booknlp,COREF,79,he,191717,191719,13
booknlp,COREF,33,you,191779,191782,0
booknlp,COREF,79,My,191817,191819,13
booknlp,COREF,33,you,191834,191837,0
exp,exp_name,dana,Dana,191886,191890,0
booknlp,COREF,33,yourself,191904,191912,0
exp,exp_name,dana,Dana,191940,191944,0
booknlp,COREF,33,her,191986,191989,0
exp,exp_name,nolan,Nolan,191996,192001,13
booknlp,COREF,33,She,192093,192096,0
booknlp,COREF,79,he,192102,192104,13
booknlp,COREF,33,she,192116,192119,0
booknlp,COREF,33,she,192178,192181,0
booknlp,COREF,79,you,192209,192212,13
exp,exp_name,nolan,Nolan,192214,192219,13
booknlp,COREF,33,she,192222,192225,0
booknlp,COREF,79,his,192252,192255,13
booknlp,COREF,33,her,192276,192279,0
booknlp,COREF,79,He,192305,192307,13
booknlp,COREF,33,You,192330,192333,0
booknlp,COREF,33,you,192340,192343,0
exp,exp_name,the bard,the Bard,192356,192364,7
booknlp,COREF,79,I,192410,192411,13
booknlp,COREF,944,He,192474,192476,7
booknlp,COREF,944,He,192498,192500,7
exp,exp_name,dana,Dana,192555,192559,0
booknlp,COREF,33,She,192585,192588,0
booknlp,COREF,33,she,192609,192612,0
exp,exp_name,the bard,the Bard,192629,192637,7
booknlp,COREF,33,I,192641,192642,0
booknlp,COREF,33,she,192663,192666,0
exp,exp_name,nolan,Nolan,192708,192713,13
booknlp,COREF,79,his,192748,192751,13
exp,exp_name,dana,Dana,192760,192764,0
booknlp,COREF,79,I,192766,192767,13
booknlp,COREF,33,you,192784,192787,0
booknlp,COREF,33,yourself,192803,192811,0
booknlp,COREF,33,You,192813,192816,0
booknlp,COREF,33,I,192838,192839,0
booknlp,COREF,33,she,192849,192852,0
booknlp,COREF,79,his,192893,192896,13
booknlp,COREF,79,me,192970,192972,13
exp,exp_name,dana,Dana,192974,192978,0
exp,exp_name,nolan,Nolan,192981,192986,13
booknlp,COREF,79,I,192994,192995,13
booknlp,COREF,33,you,193015,193018,0
booknlp,COREF,79,I,193028,193029,13
booknlp,COREF,33,you,193057,193060,0
booknlp,COREF,33,you,193082,193085,0
booknlp,COREF,33,yourself,193105,193113,0
booknlp,COREF,33,your,193150,193154,0
booknlp,COREF,79,His,193224,193227,13
booknlp,COREF,33,her,193256,193259,0
booknlp,COREF,33,She,193333,193336,0
booknlp,COREF,79,he,193342,193344,13
booknlp,COREF,33,herself,193376,193383,0
booknlp,COREF,33,I,193412,193413,0
booknlp,COREF,33,she,193423,193426,0
booknlp,COREF,33,she,193450,193453,0
booknlp,COREF,33,she,193479,193482,0
booknlp,COREF,33,She,193544,193547,0
booknlp,COREF,79,I,193682,193683,13
exp,exp_name,nolan,Nolan,193702,193707,13
booknlp,COREF,79,I,193782,193783,13
booknlp,COREF,33,yourself,193813,193821,0
booknlp,COREF,33,you,193853,193856,0
exp,exp_name,dana,Dana,193899,193903,0
exp,exp_name,dana,Dana,193956,193960,0
booknlp,COREF,33,herself,193967,193974,0
exp,exp_name,the bard,the Bard,193990,193998,7
booknlp,COREF,33,She,194000,194003,0
booknlp,COREF,33,her,194049,194052,0
booknlp,COREF,33,her,194073,194076,0
exp,exp_name,the bard,the Bard,194138,194146,7
booknlp,COREF,33,her,194187,194190,0
booknlp,COREF,33,her,194236,194239,0
exp,exp_name,the bard,the Bard,194268,194276,7
booknlp,COREF,80,his,194291,194294,7
booknlp,COREF,33,She,194326,194329,0
booknlp,COREF,33,she,194342,194345,0
booknlp,COREF,33,her,194376,194379,0
exp,exp_name,the bard,the Bard,194396,194404,7
booknlp,COREF,33,her,194413,194416,0
booknlp,COREF,33,she,194447,194450,0
exp,exp_name,nolan,Nolan,194761,194766,13
booknlp,COREF,33,she,194804,194807,0
exp,exp_name,the bard,The Bard,194819,194827,7
exp,exp_name,dana,Dana,194845,194849,0
booknlp,COREF,80,his,194886,194889,7
booknlp,COREF,33,She,194960,194963,0
booknlp,COREF,33,her,194996,194999,0
booknlp,COREF,33,she,195070,195073,0
booknlp,COREF,33,herself,195082,195089,0
exp,exp_name,dana,Dana,195187,195191,0
booknlp,COREF,33,her,195227,195230,0
booknlp,COREF,33,she,195242,195245,0
booknlp,COREF,33,she,195368,195371,0
booknlp,COREF,33,her,195420,195423,0
booknlp,COREF,33,She,195426,195429,0
booknlp,COREF,33,she,195470,195473,0
exp,exp_name,andrew morgan,Andrew Morgan,195483,195496,7
exp,exp_name,the man,the man,195498,195505,3
exp,exp_name,the bard,the Bard,195528,195536,7
booknlp,COREF,60,his,195542,195545,7
booknlp,COREF,60,him,195623,195626,7
booknlp,COREF,60,he,195628,195630,7
booknlp,COREF,33,her,195642,195645,0
booknlp,COREF,60,he,195680,195682,7
booknlp,COREF,60,his,195737,195740,7
booknlp,COREF,33,she,195747,195750,0
booknlp,COREF,60,he,195763,195765,7
booknlp,COREF,33,her,195959,195962,0
exp,exp_name,dana,Dana,196172,196176,0
booknlp,COREF,33,her,196223,196226,0
exp,exp_name,one of the guards,One of the guards,196234,196251,38
booknlp,COREF,971,his,196262,196265,38
booknlp,COREF,33,her,196317,196320,0
exp,exp_name,the bard,The Bard,196323,196331,7
exp,exp_name,agent blaze,Agent Blaze,196364,196375,0
booknlp,COREF,971,he,196378,196380,38
booknlp,COREF,971,his,196395,196398,38
booknlp,COREF,971,he,196470,196472,38
booknlp,COREF,971,he,196529,196531,38
exp,exp_name,dana,Dana,196600,196604,0
booknlp,COREF,33,she,196636,196639,0
booknlp,COREF,33,herself,196649,196656,0
exp,exp_name,the bard,the Bard,196691,196699,7
booknlp,COREF,33,she,196719,196722,0
booknlp,COREF,944,him,196736,196739,7
booknlp,COREF,33,she,196757,196760,0
exp,exp_name,morgan,Morgan,196920,196926,7
exp,exp_name,andrew morgan,Andrew Morgan,197095,197108,7
booknlp,COREF,60,his,197140,197143,7
booknlp,COREF,60,His,197196,197199,7
booknlp,COREF,60,his,197291,197294,7
booknlp,COREF,60,He,197410,197412,7
exp,exp_name,dana,Dana,197421,197425,0
booknlp,COREF,33,her,197459,197462,0
booknlp,COREF,60,his,197531,197534,7
booknlp,COREF,60,he,197554,197556,7
exp,exp_name,dana,Dana,197583,197587,0
booknlp,COREF,60,He,197598,197600,7
booknlp,COREF,33,you,197650,197653,0
exp,exp_name,morgan,Morgan,197659,197665,7
exp,exp_name,the guard,the guard,197676,197685,36
exp,exp_name,morgan,Morgan,197720,197726,7
booknlp,COREF,60,his,197735,197738,7
booknlp,COREF,60,his,197774,197777,7
exp,exp_name,the senior guard,the senior guard,197819,197835,37
exp,exp_name,morgan,Morgan,197926,197932,7
exp,exp_name,agent blaze,Agent Blaze,198127,198138,0
exp,exp_name,the senior guard,the senior guard,198146,198162,37
exp,exp_name,dana,Dana,198178,198182,0
booknlp,COREF,33,You,198194,198197,0
booknlp,COREF,60,him,198213,198216,7
booknlp,COREF,33,your,198231,198235,0
booknlp,COREF,33,I,198299,198300,0
booknlp,COREF,60,him,198312,198315,7
exp,exp_name,dana,Dana,198324,198328,0
booknlp,COREF,33,her,198355,198358,0
exp,exp_name,morgan,Morgan,198377,198383,7
exp,exp_name,the guard,the guard,198426,198435,36
booknlp,COREF,33,you,198468,198471,0
booknlp,COREF,60,him,198483,198486,7
booknlp,COREF,60,He,198488,198490,7
exp,exp_name,dana,Dana,198514,198518,0
booknlp,COREF,33,She,198563,198566,0
booknlp,COREF,33,her,198590,198593,0
booknlp,COREF,33,her,198612,198615,0
booknlp,COREF,33,she,198625,198628,0
exp,exp_name,morgan,Morgan,198656,198662,7
booknlp,COREF,33,She,198688,198691,0
booknlp,COREF,60,he,198724,198726,7
booknlp,COREF,60,his,198755,198758,7
exp,exp_name,dana,Dana,198771,198775,0
exp,exp_name,morgan,Morgan,198784,198790,7
booknlp,COREF,33,her,198840,198843,0
booknlp,COREF,60,He,198845,198847,7
booknlp,COREF,33,she,198874,198877,0
booknlp,COREF,60,him,198887,198890,7
booknlp,COREF,60,his,198912,198915,7
booknlp,COREF,60,His,198950,198953,7
booknlp,COREF,33,her,198979,198982,0
booknlp,COREF,60,his,199033,199036,7
exp,exp_name,morgan,Morgan,199065,199071,7
exp,exp_name,dana,Dana,199098,199102,0
exp,exp_name,morgan,Morgan,199148,199154,7
booknlp,COREF,33,you,199212,199215,0
booknlp,COREF,33,you,199255,199258,0
booknlp,COREF,60,I,199265,199266,7
booknlp,COREF,33,you,199286,199289,0
booknlp,COREF,60,He,199293,199295,7
booknlp,COREF,33,you,199314,199317,0
exp,exp_name,agent blaze,Agent Blaze,199327,199338,0
booknlp,COREF,33,you,199348,199351,0
exp,exp_name,dana,Dana,199363,199367,0
booknlp,COREF,60,his,199401,199404,7
booknlp,COREF,33,her,199413,199416,0
booknlp,COREF,60,you,199427,199430,7
booknlp,COREF,33,she,199469,199472,0
booknlp,COREF,60,You,199481,199484,7
booknlp,COREF,60,yourself,199507,199515,7
booknlp,COREF,60,You,199527,199530,7
booknlp,COREF,60,you,199560,199563,7
exp,exp_name,morgan,Morgan,199590,199596,7
booknlp,COREF,60,his,199614,199617,7
exp,exp_name,one of the guards,One of the guards,199641,199658,38
booknlp,COREF,971,his,199686,199689,38
exp,exp_name,morgan,Morgan,199704,199710,7
booknlp,COREF,971,he,199739,199741,38
exp,exp_name,morgan,Morgan,199751,199757,7
exp,exp_name,the guard,the guard,199763,199772,36
booknlp,COREF,60,his,199802,199805,7
exp,exp_name,dana,Dana,199824,199828,0
booknlp,COREF,60,I,199831,199832,7
booknlp,COREF,33,you,199838,199841,0
booknlp,COREF,60,me,199878,199880,7
booknlp,COREF,60,me,199891,199893,7
exp,exp_name,agent blaze,Agent Blaze,199895,199906,0
booknlp,COREF,33,you,199921,199924,0
booknlp,COREF,60,my,199928,199930,7
exp,exp_name,dana,Dana,199947,199951,0
booknlp,COREF,33,her,200009,200012,0
booknlp,COREF,33,She,200024,200027,0
exp,exp_name,morgan,Morgan,200063,200069,7
booknlp,COREF,60,him,200081,200084,7
booknlp,COREF,33,her,200101,200104,0
booknlp,COREF,33,she,200110,200113,0
booknlp,COREF,33,She,200160,200163,0
booknlp,COREF,33,she,200191,200194,0
booknlp,COREF,60,him,200222,200225,7
booknlp,COREF,60,he,200237,200239,7
booknlp,COREF,33,she,200249,200252,0
booknlp,COREF,60,him,200266,200269,7
exp,exp_name,dana,Dana,200272,200276,0
booknlp,COREF,33,her,200299,200302,0
booknlp,COREF,33,her,200352,200355,0
booknlp,COREF,33,She,200363,200366,0
booknlp,COREF,33,she,200439,200442,0
exp,exp_name,morgan,Morgan,200450,200456,7
booknlp,COREF,60,his,200469,200472,7
booknlp,COREF,33,I,200507,200508,0
booknlp,COREF,60,your,200514,200518,7
booknlp,COREF,33,I,200534,200535,0
exp,exp_name,morgan,Morgan,200549,200555,7
booknlp,COREF,60,his,200571,200574,7
booknlp,COREF,60,his,200607,200610,7
booknlp,COREF,60,He,200619,200621,7
exp,exp_name,dana,Dana,200630,200634,0
booknlp,COREF,60,he,200669,200671,7
booknlp,COREF,60,his,200723,200726,7
booknlp,COREF,60,he,200750,200752,7
booknlp,COREF,33,her,200762,200765,0
booknlp,COREF,33,she,200801,200804,0
booknlp,COREF,60,he,200827,200829,7
booknlp,COREF,60,I,200864,200865,7
exp,exp_name,agent dana blaze,Agent Dana Blaze,200885,200901,0
booknlp,COREF,60,me,200926,200928,7
exp,exp_name,morgan,Morgan,200977,200983,7
exp,exp_name,dana,Dana,200993,200997,0
booknlp,COREF,33,her,201010,201013,0
booknlp,COREF,33,I,201078,201079,0
booknlp,COREF,33,she,201161,201164,0
exp,exp_name,morgan,Morgan,201253,201259,7
booknlp,COREF,60,He,201287,201289,7
booknlp,COREF,33,she,201364,201367,0
exp,exp_name,morgan,Morgan,201548,201554,7
booknlp,COREF,60,his,201573,201576,7
booknlp,COREF,60,his,201599,201602,7
booknlp,COREF,33,you,201710,201713,0
exp,exp_name,dana,Dana,201774,201778,0
exp,exp_name,morgan,Morgan,201794,201800,7
booknlp,COREF,60,you,201831,201834,7
exp,exp_name,morgan,Morgan,201862,201868,7
booknlp,COREF,33,you,201905,201908,0
booknlp,COREF,33,you,201955,201958,0
booknlp,COREF,60,he,201977,201979,7
exp,exp_name,dana,Dana,201988,201992,0
booknlp,COREF,60,him,202033,202036,7
booknlp,COREF,60,you,202042,202045,7
booknlp,COREF,33,I,202094,202095,0
exp,exp_name,morgan,Morgan,202132,202138,7
booknlp,COREF,60,his,202147,202150,7
booknlp,COREF,60,his,202167,202170,7
exp,exp_name,dana,Dana,202185,202189,0
exp,exp_name,dana,Dana,202191,202195,0
booknlp,COREF,33,You,202197,202200,0
booknlp,COREF,60,I,202223,202224,7
